"CMPLNT_NUM","ADDR_PCT_CD","BORO_NM","CMPLNT_FR_DT","CMPLNT_FR_TM","CRM_ATPT_CPTD_CD","LOC_OF_OCCUR_DESC","OFNS_DESC","PD_DESC","PREM_TYP_DESC","RPT_DT","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","DAY_OF_WEEK","HOUR","TIME_OF_DAY","MONTH","SEASON","CLUSTER"
309124629,60,"BROOKLYN","2025-07-05","03:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","PARK/PLAYGROUND","2025-07-05",990784,149362,40.57664597804,-73.97648039607,"Saturday",3,"Night",7,"Summer",5
300687264,60,"BROOKLYN","2025-02-05","17:27:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-02-06",990784,149362,40.57664597804,-73.97648039607,"Wednesday",17,"Evening",2,"Winter",5
317591271,60,"BROOKLYN","2025-10-01","00:01:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-16",990784,149362,40.57664597804,-73.97648039607,"Wednesday",0,"Night",10,"Fall",5
311401365,60,"BROOKLYN","2025-05-10","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-08-18",990784,149362,40.57664597804,-73.97648039607,"Saturday",20,"Evening",5,"Spring",5
311145543,60,"BROOKLYN","2025-07-26","19:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","OTHER","2025-08-13",990784,149362,40.57664597804,-73.97648039607,"Saturday",19,"Evening",7,"Summer",5
301804438,60,"BROOKLYN","2025-02-19","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-02-27",990784,149362,40.57664597804,-73.97648039607,"Wednesday",0,"Night",2,"Winter",5
315603793,60,"BROOKLYN","2025-09-15","15:30:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-11-05",990784,149362,40.57664597804,-73.97648039607,"Monday",15,"Afternoon",9,"Fall",5
317782216,60,"BROOKLYN","2025-12-13","16:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-20",990784,149362,40.57664597804,-73.97648039607,"Saturday",16,"Afternoon",12,"Winter",5
302843610,60,"BROOKLYN","2019-01-01","12:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-03-08",990784,149362,40.57664597804,-73.97648039607,"Tuesday",12,"Afternoon",1,"Winter",5
305305489,60,"BROOKLYN","2025-04-23","11:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-04-24",990784,149362,40.57664597804,-73.97648039607,"Wednesday",11,"Morning",4,"Spring",5
308737809,123,"STATEN ISLAND","2024-08-01","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-06-27",914803,125922,40.51203825352,-74.24975495245,"Thursday",22,"Night",8,"Summer",2
304783936,60,"BROOKLYN","2024-09-14","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-04-15",990784,149362,40.57664597804,-73.97648039607,"Saturday",0,"Night",9,"Fall",5
310445350,60,"BROOKLYN","2025-07-29","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-07-30",990784,149362,40.57664597804,-73.97648039607,"Tuesday",20,"Evening",7,"Summer",5
312579340,60,"BROOKLYN","2025-09-08","04:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","PARK/PLAYGROUND","2025-09-09",990784,149362,40.57664597804,-73.97648039607,"Monday",4,"Night",9,"Fall",5
306925305,122,"STATEN ISLAND","2025-05-09","21:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-05-23",954827,148519,40.57428568819,-74.10591440512,"Friday",21,"Night",5,"Spring",2
308466158,60,"BROOKLYN","2025-06-15","23:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-06-22",990784,149362,40.57664597804,-73.97648039607,"Sunday",23,"Night",6,"Summer",5
307581008,60,"BROOKLYN","2025-06-04","20:50:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-06-05",990784,149362,40.57664597804,-73.97648039607,"Wednesday",20,"Evening",6,"Summer",5
309728566,123,"STATEN ISLAND","2025-07-15","16:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-07-16",914803,125922,40.51203825352,-74.24975495245,"Tuesday",16,"Afternoon",7,"Summer",2
317055971,122,"STATEN ISLAND","2025-04-01","08:00:00","ATTEMPTED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-04",954827,148519,40.57428568819,-74.10591440512,"Tuesday",8,"Morning",4,"Spring",2
306572116,122,"STATEN ISLAND","2025-05-17","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-05-17",954827,148519,40.57428568819,-74.10591440512,"Saturday",1,"Night",5,"Spring",2
309117639,60,"BROOKLYN","2025-07-05","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-07-05",990784,149362,40.57664597804,-73.97648039607,"Saturday",3,"Night",7,"Summer",5
315176622,122,"STATEN ISLAND","2025-10-26","02:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-10-28",954827,148519,40.57428568819,-74.10591440512,"Sunday",2,"Night",10,"Fall",2
301069627,60,"BROOKLYN","2025-01-16","17:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-02-13",990784,149362,40.57664597804,-73.97648039607,"Thursday",17,"Evening",1,"Winter",5
301904378,60,"BROOKLYN","2024-09-01","10:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-03-01",990784,149362,40.57664597804,-73.97648039607,"Sunday",10,"Morning",9,"Fall",5
317537013,60,"BROOKLYN","2025-12-11","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-15",990784,149362,40.57664597804,-73.97648039607,"Thursday",22,"Night",12,"Winter",5
301167540,123,"STATEN ISLAND","2024-09-01","05:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-02-16",914803,125922,40.51203825352,-74.24975495245,"Sunday",5,"Night",9,"Fall",2
314792089,122,"STATEN ISLAND","2025-10-20","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-10-20",954827,148519,40.57428568819,-74.10591440512,"Monday",20,"Evening",10,"Fall",2
301116808,60,"BROOKLYN","2025-02-14","10:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","PUBLIC BUILDING","2025-02-14",990784,149362,40.57664597804,-73.97648039607,"Friday",10,"Morning",2,"Winter",5
309678273,122,"STATEN ISLAND","2025-06-05","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-07-16",954827,148519,40.57428568819,-74.10591440512,"Thursday",0,"Night",6,"Summer",2
309347334,60,"BROOKLYN","2025-05-16","08:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-07-09",990784,149362,40.57664597804,-73.97648039607,"Friday",8,"Morning",5,"Spring",5
307408774,123,"STATEN ISLAND","2025-05-31","23:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","PARK/PLAYGROUND","2025-06-02",914803,125922,40.51203825352,-74.24975495245,"Saturday",23,"Night",5,"Spring",2
301481468,60,"BROOKLYN","2025-02-21","17:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-02-21",990784,149362,40.57664597804,-73.97648039607,"Friday",17,"Evening",2,"Winter",5
315046224,123,"STATEN ISLAND","2025-03-18","13:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-10-25",914803,125922,40.51203825352,-74.24975495245,"Tuesday",13,"Afternoon",3,"Spring",2
318181404,60,"BROOKLYN","2024-11-27","19:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-31",990784,149362,40.57664597804,-73.97648039607,"Wednesday",19,"Evening",11,"Fall",5
304264002,60,"BROOKLYN","2025-04-06","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-04-06",990784,149362,40.57664597804,-73.97648039607,"Sunday",1,"Night",4,"Spring",5
314889291,122,"STATEN ISLAND","2025-10-20","07:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-10-22",954827,148519,40.57428568819,-74.10591440512,"Monday",7,"Morning",10,"Fall",2
317125989,122,"STATEN ISLAND","2023-02-11","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-06",954827,148519,40.57428568819,-74.10591440512,"Saturday",3,"Night",2,"Winter",2
306206304,122,"STATEN ISLAND","2025-05-06","21:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-05-10",954827,148519,40.57428568819,-74.10591440512,"Tuesday",21,"Night",5,"Spring",2
308020629,60,"BROOKLYN","2025-06-12","17:20:00","COMPLETED","REAR OF","RAPE","RAPE 1","STREET","2025-06-13",990784,149362,40.57664597804,-73.97648039607,"Thursday",17,"Evening",6,"Summer",5
303822592,123,"STATEN ISLAND","2023-05-01","11:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-03-29",914803,125922,40.51203825352,-74.24975495245,"Monday",11,"Morning",5,"Spring",2
314744384,60,"BROOKLYN","2025-10-19","15:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","PARK/PLAYGROUND","2025-10-19",990784,149362,40.57664597804,-73.97648039607,"Sunday",15,"Afternoon",10,"Fall",5
313942939,60,"BROOKLYN","2025-10-04","12:55:00","ATTEMPTED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-10-04",990784,149362,40.57664597804,-73.97648039607,"Saturday",12,"Afternoon",10,"Fall",5
304650272,60,"BROOKLYN","2025-04-10","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-04-12",990784,149362,40.57664597804,-73.97648039607,"Thursday",3,"Night",4,"Spring",5
308029364,122,"STATEN ISLAND","2025-06-05","23:55:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-06-13",954827,148519,40.57428568819,-74.10591440512,"Thursday",23,"Night",6,"Summer",2
316424064,60,"BROOKLYN","2025-11-20","09:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","PARK/PLAYGROUND","2025-11-20",990784,149362,40.57664597804,-73.97648039607,"Thursday",9,"Morning",11,"Fall",5
302376171,60,"BROOKLYN","2024-10-16","17:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-03-10",990784,149362,40.57664597804,-73.97648039607,"Wednesday",17,"Evening",10,"Fall",5
299382596,60,"BROOKLYN","2025-01-14","01:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-14",990784,149362,40.57664597804,-73.97648039607,"Tuesday",1,"Night",1,"Winter",5
308036931,60,"BROOKLYN","2025-06-13","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-06-13",990784,149362,40.57664597804,-73.97648039607,"Friday",3,"Night",6,"Summer",5
312800297,123,"STATEN ISLAND","2017-01-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-09-12",914803,125922,40.51203825352,-74.24975495245,"Sunday",0,"Night",1,"Winter",2
312369753,60,"BROOKLYN","2025-09-02","06:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-09-04",990784,149362,40.57664597804,-73.97648039607,"Tuesday",6,"Morning",9,"Fall",5
308974115,100,"QUEENS","2025-07-02","13:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-07-02",1035329,152802,40.58594334498,-73.81610192287,"Wednesday",13,"Afternoon",7,"Summer",7
315107655,61,"BROOKLYN","2025-10-26","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-10-26",995122,155693,40.59401905866,-73.96085431584,"Sunday",3,"Night",10,"Fall",5
299629591,61,"BROOKLYN","2019-01-01","21:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-01-15",995122,155693,40.59401905866,-73.96085431584,"Tuesday",21,"Night",1,"Winter",5
316420997,61,"BROOKLYN","2025-11-10","08:30:00","COMPLETED","FRONT OF","RAPE","RAPE 1","STORE UNCLASSIFIED","2025-11-20",995122,155693,40.59401905866,-73.96085431584,"Monday",8,"Morning",11,"Fall",5
306040982,61,"BROOKLYN","2025-05-04","23:45:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-05-08",995122,155693,40.59401905866,-73.96085431584,"Sunday",23,"Night",5,"Spring",5
314913062,61,"BROOKLYN","2025-01-01","00:01:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-10-22",995122,155693,40.59401905866,-73.96085431584,"Wednesday",0,"Night",1,"Winter",5
313174354,100,"QUEENS","2024-01-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-09-19",1035329,152802,40.58594334498,-73.81610192287,"Monday",0,"Night",1,"Winter",7
315427914,61,"BROOKLYN","2025-10-11","20:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-11-02",995122,155693,40.59401905866,-73.96085431584,"Saturday",20,"Evening",10,"Fall",5
307067079,100,"QUEENS","2024-12-01","21:15:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-26",1035329,152802,40.58594334498,-73.81610192287,"Sunday",21,"Night",12,"Winter",7
302397541,61,"BROOKLYN","2025-02-28","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-03-11",995122,155693,40.59401905866,-73.96085431584,"Friday",22,"Night",2,"Winter",5
308751685,100,"QUEENS","2023-10-23","21:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-06-27",1035329,152802,40.58594334498,-73.81610192287,"Monday",21,"Night",10,"Fall",7
314181932,100,"QUEENS","2024-10-30","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-10-09",1035329,152802,40.58594334498,-73.81610192287,"Wednesday",0,"Night",10,"Fall",7
312414428,61,"BROOKLYN","2019-08-30","00:01:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-09-02",995122,155693,40.59401905866,-73.96085431584,"Friday",0,"Night",8,"Summer",5
306821836,61,"BROOKLYN","2025-04-23","19:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","GROCERY/BODEGA","2025-05-21",995122,155693,40.59401905866,-73.96085431584,"Wednesday",19,"Evening",4,"Spring",5
304599800,61,"BROOKLYN","2025-04-11","11:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-04-11",995122,155693,40.59401905866,-73.96085431584,"Friday",11,"Morning",4,"Spring",5
310602796,61,"BROOKLYN","2025-07-15","07:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-02",995122,155693,40.59401905866,-73.96085431584,"Tuesday",7,"Morning",7,"Summer",5
302385086,61,"BROOKLYN","2025-03-11","03:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-03-11",995122,155693,40.59401905866,-73.96085431584,"Tuesday",3,"Night",3,"Spring",5
301718775,61,"BROOKLYN","2025-02-25","18:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-02-26",995122,155693,40.59401905866,-73.96085431584,"Tuesday",18,"Evening",2,"Winter",5
312138475,101,"QUEENS","2025-08-30","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-30",1053639,158980,40.60277623008,-73.75011736483,"Saturday",20,"Evening",8,"Summer",7
309048495,62,"BROOKLYN","2015-04-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-07-03",983431,158677,40.60221616571,-74.00295079884,"Wednesday",0,"Night",4,"Spring",5
315793351,62,"BROOKLYN","2025-11-08","12:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-11-09",983431,158677,40.60221616571,-74.00295079884,"Saturday",12,"Afternoon",11,"Fall",5
301947845,62,"BROOKLYN","2025-03-02","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-03-03",983431,158677,40.60221616571,-74.00295079884,"Sunday",20,"Evening",3,"Spring",5
317591300,101,"QUEENS","2022-01-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-16",1053639,158980,40.60277623008,-73.75011736483,"Saturday",0,"Night",1,"Winter",7
316860529,62,"BROOKLYN","2025-11-30","18:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-01",983431,158677,40.60221616571,-74.00295079884,"Sunday",18,"Evening",11,"Fall",5
309511454,62,"BROOKLYN","2021-06-26","07:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-07-12",983431,158677,40.60221616571,-74.00295079884,"Saturday",7,"Morning",6,"Summer",5
317884104,101,"QUEENS","2025-12-23","03:00:00","COMPLETED","FRONT OF","RAPE","RAPE 1","HOSPITAL","2025-12-23",1053639,158980,40.60277623008,-73.75011736483,"Tuesday",3,"Night",12,"Winter",7
309803907,101,"QUEENS","2025-05-26","02:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-07-18",1053639,158980,40.60277623008,-73.75011736483,"Monday",2,"Night",5,"Spring",7
313795508,62,"BROOKLYN","2025-09-19","10:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-10-02",983431,158677,40.60221616571,-74.00295079884,"Friday",10,"Morning",9,"Fall",5
311447609,101,"QUEENS","2025-08-19","14:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-08-19",1053639,158980,40.60277623008,-73.75011736483,"Tuesday",14,"Afternoon",8,"Summer",7
316800088,62,"BROOKLYN","2025-11-27","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-11-29",983431,158677,40.60221616571,-74.00295079884,"Thursday",22,"Night",11,"Fall",5
299937381,101,"QUEENS","2010-01-01","06:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-23",1053639,158980,40.60277623008,-73.75011736483,"Friday",6,"Morning",1,"Winter",7
304425665,101,"QUEENS","2025-04-08","21:21:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-04-08",1053639,158980,40.60277623008,-73.75011736483,"Tuesday",21,"Night",4,"Spring",7
301973072,101,"QUEENS","2025-03-03","09:50:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-03-03",1053639,158980,40.60277623008,-73.75011736483,"Monday",9,"Morning",3,"Spring",7
314567917,101,"QUEENS","2025-10-16","04:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-10-16",1053639,158980,40.60277623008,-73.75011736483,"Thursday",4,"Night",10,"Fall",7
315118665,101,"QUEENS","2025-10-26","17:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOSPITAL","2025-10-27",1053639,158980,40.60277623008,-73.75011736483,"Sunday",17,"Evening",10,"Fall",7
303065436,101,"QUEENS","2025-03-16","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-03-18",1053639,158980,40.60277623008,-73.75011736483,"Sunday",22,"Night",3,"Spring",7
300883069,101,"QUEENS","2025-02-10","23:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","OTHER","2025-02-11",1053639,158980,40.60277623008,-73.75011736483,"Monday",23,"Night",2,"Winter",7
302284640,101,"QUEENS","2025-03-06","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-03-08",1053639,158980,40.60277623008,-73.75011736483,"Thursday",1,"Night",3,"Spring",7
301482467,101,"QUEENS","2025-02-21","20:45:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-02-21",1053639,158980,40.60277623008,-73.75011736483,"Friday",20,"Evening",2,"Winter",7
311529064,101,"QUEENS","2025-08-19","07:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-08-20",1053639,158980,40.60277623008,-73.75011736483,"Tuesday",7,"Morning",8,"Summer",7
310056421,101,"QUEENS","2022-01-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-07-22",1053639,158980,40.60277623008,-73.75011736483,"Saturday",0,"Night",1,"Winter",7
308585166,101,"QUEENS","2023-08-01","20:00:00","COMPLETED","FRONT OF","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-06-24",1053639,158980,40.60277623008,-73.75011736483,"Tuesday",20,"Evening",8,"Summer",7
312162478,101,"QUEENS","2025-06-29","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","STREET","2025-08-31",1053639,158980,40.60277623008,-73.75011736483,"Sunday",1,"Night",6,"Summer",7
317792494,62,"BROOKLYN","2025-12-20","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-20",983431,158677,40.60221616571,-74.00295079884,"Saturday",3,"Night",12,"Winter",5
307871665,62,"BROOKLYN","2023-12-26","00:05:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-06-10",983431,158677,40.60221616571,-74.00295079884,"Tuesday",0,"Night",12,"Winter",5
307219566,101,"QUEENS","2024-05-01","21:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-29",1053639,158980,40.60277623008,-73.75011736483,"Wednesday",21,"Night",5,"Spring",7
314840314,101,"QUEENS","2025-09-24","07:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","PARK/PLAYGROUND","2025-10-21",1053639,158980,40.60277623008,-73.75011736483,"Wednesday",7,"Morning",9,"Fall",7
305489909,101,"QUEENS","2025-04-07","08:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-04-28",1053639,158980,40.60277623008,-73.75011736483,"Monday",8,"Morning",4,"Spring",7
303020421,101,"QUEENS","2025-03-13","14:50:00","COMPLETED","INSIDE","RAPE","RAPE 1","PUBLIC SCHOOL","2025-03-17",1053639,158980,40.60277623008,-73.75011736483,"Thursday",14,"Afternoon",3,"Spring",7
309132065,101,"QUEENS","2025-07-04","16:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-07-05",1053639,158980,40.60277623008,-73.75011736483,"Friday",16,"Afternoon",7,"Summer",7
315399414,63,"BROOKLYN","2025-11-01","07:50:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-11-01",1000528,168138,40.6281697437,-73.94135878348,"Saturday",7,"Morning",11,"Fall",5
303338211,121,"STATEN ISLAND","2025-03-19","10:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-03-21",942822,166353,40.6231883776,-74.14923769473,"Wednesday",10,"Morning",3,"Spring",2
304109618,66,"BROOKLYN","2025-04-01","18:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-04-03",986764,167283,40.62583754528,-73.99094489423,"Tuesday",18,"Evening",4,"Spring",5
302962994,121,"STATEN ISLAND","2025-03-16","22:15:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-03-16",942822,166353,40.6231883776,-74.14923769473,"Sunday",22,"Night",3,"Spring",2
306800184,121,"STATEN ISLAND","2025-05-20","02:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-21",942822,166353,40.6231883776,-74.14923769473,"Tuesday",2,"Night",5,"Spring",2
299832507,121,"STATEN ISLAND","2025-01-22","05:38:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-01-22",942822,166353,40.6231883776,-74.14923769473,"Wednesday",5,"Night",1,"Winter",2
298980110,66,"BROOKLYN","2019-01-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-06",986764,167283,40.62583754528,-73.99094489423,"Tuesday",0,"Night",1,"Winter",5
309048496,63,"BROOKLYN","2025-06-21","12:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-07-01",1000528,168138,40.6281697437,-73.94135878348,"Saturday",12,"Afternoon",6,"Summer",5
301722570,63,"BROOKLYN","2024-11-20","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-02-26",1000528,168138,40.6281697437,-73.94135878348,"Wednesday",0,"Night",11,"Fall",5
318096381,63,"BROOKLYN","2025-12-20","00:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-29",1000528,168138,40.6281697437,-73.94135878348,"Saturday",0,"Night",12,"Winter",5
317365488,121,"STATEN ISLAND","2025-12-05","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-11",942822,166353,40.6231883776,-74.14923769473,"Friday",20,"Evening",12,"Winter",2
312842242,121,"STATEN ISLAND","2025-09-13","01:00:00","COMPLETED","FRONT OF","RAPE","RAPE 1","STREET","2025-09-13",942822,166353,40.6231883776,-74.14923769473,"Saturday",1,"Night",9,"Fall",2
307943841,66,"BROOKLYN","2025-03-31","18:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-06-11",986764,167283,40.62583754528,-73.99094489423,"Monday",18,"Evening",3,"Spring",5
311263051,66,"BROOKLYN","2025-07-14","08:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-15",986764,167283,40.62583754528,-73.99094489423,"Monday",8,"Morning",7,"Summer",5
304641649,121,"STATEN ISLAND","2018-01-01","15:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-04-12",942822,166353,40.6231883776,-74.14923769473,"Monday",15,"Afternoon",1,"Winter",2
308718129,66,"BROOKLYN","2025-03-12","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-06-27",986764,167283,40.62583754528,-73.99094489423,"Wednesday",3,"Night",3,"Spring",5
